components,disease_name,functions,indication,medicine_name,usage
炉甘石(煅)、冰片、麝香、乳香(制)、没药(制)、龙胆浸膏、硼砂(煅)、明矾(煅)、芒硝、玄...,翼状胬肉,明目退翳，解毒散结，消肿止痛。用于暴发火眼，目赤肿痛，痧眼刺痛，目痒流泪，翼状胬...,目赤刺痛流泪翼状胬肉,拨云锭(五景),外用。临用时，取本品2锭，加入滴眼用溶剂中，振摇使之溶解，摇匀后即可滴入眼睑内，...
炉甘石(煅)、冰片、麝香、乳香(制)、没药(制)、龙胆浸膏、硼砂(煅)、明矾(煅)、芒硝、玄...,翼状胬肉,明目退翳，解毒散结，消肿止痛。用于暴发火眼，目赤肿痛，痧眼刺痛，目痒流泪，翼状胬...,目赤刺痛流泪翼状胬肉,拨云眼膏,外用，点入眼睑内，或涂于患处，一日2～3次。
本品主要成份及其化学名称为：本品为玻璃酸酶加适宜的赋形剂，经冷冻干燥的无菌制品。...,玻璃体混浊,1.用于促使眼局部积贮的药液、渗出液或血液的扩散，促使玻璃体混浊的吸收、预防结膜化...,玻璃体混浊化学烧伤烧伤骨关节炎睑球粘连,注射用玻璃酸酶,"本品以适量氯化钠注射液溶解，制成150单位/ml或适宜浓度的溶液。皮试:取上述药液,皮..."
炉甘石(煅)、冰片、麝香、乳香(制)、没药(制)、龙胆浸膏、硼砂(煅)、明矾(煅)、芒硝、玄...,翼状胬肉,明目退翳，解毒散结，消肿止痛。用于暴发火眼，目赤肿痛，痧眼刺痛，目痒流泪，翼状胬...,目赤刺痛流泪翼状胬肉,拨云锭,外用，临用时，取本品2锭，加入滴眼用溶剂中，振摇使之溶解，摇匀后即可滴入眼睑内，...
密蒙花、蒺藜(盐炒)、菊花、木贼、蛇蜕、蝉蜕、荆芥穗、蔓荆子、薄荷、当归、川芎、黄...,翼状胬肉,散风清热，退翳明目。用于风热上扰所致的目翳外障、视物不清、隐痛流泪。,隐痛流泪,拨云退翳丸,口服。一次1丸，一日2次。掰成小块，温水分次送服。
本品为无菌冻干品，主要成分为盐酸平阳霉素，其化学名为N/-[3-[（4-氨基丁基）氨基]丙基]...,翼状胬肉,主治唇癌、舌癌、齿龈癌、鼻咽癌等关颈部鳞癌。亦可用于治疗皮肤癌、乳腺癌、宫颈癌、...,舌癌鼻咽癌,注射用盐酸平阳霉素,1静脉内注射：用生理盐水或葡萄糖溶液等适合静脉用之注射液5～20ml溶解本品4～15mg（效价...
"本品主要成份及其化学名称为:本品为玻璃酸酶加适宜的赋形剂,经冷冻干燥的无菌制品。其...",玻璃体混浊,1.用于促使眼局部积贮的药液、渗出液或血液的扩散，促使玻璃体混浊的吸收、预防结膜化...,玻璃体混浊化学烧伤烧伤骨关节炎睑球粘连,注射用玻璃酸酶,本品以适量氯化钠注射液溶解，制成150单位/ml或适宜浓度的溶液。皮试：取上述药液，皮内...
炉甘石（煅）、冰片、没药（制）、人工麝香、硼砂（煅）、芒硝、玄明粉、乳香（制）、...,翼状胬肉,明目退翳，解毒散结，消肿止痛。用于暴发火眼，目赤肿痛，痧眼刺痛，目痒流泪，翼状胬...,目赤刺痛流泪翼状胬肉,拨云复光散(老拨云堂),含服。一次0.3克，一日3次。外用。取适量，用蒸馏水或冷开水溶散后，点入眼睑内，一日2...
"主要成分：普罗碘铵；化学名称：二碘化（2-羟基-1,3-亚丙基）双（三甲铵）。",玻璃体混浊,用于晚期肉芽肿或非肉芽肿性虹膜睫状体炎、视网膜脉络膜炎，眼底出血、玻璃体混浊、半...,虹膜睫状体炎脉络膜炎玻璃体混浊视神经炎神经炎肉芽肿,注射用普罗碘铵(洛冠),1结膜下注射一次0.1～0.2g，2～3日1次，5～7次为一疗程。2肌内注射一次0.4g，每日或隔日1...
本品系采用猪全眼球和甲状腺经胰酶和霉菌蛋白酶水解提取而成的生化制剂，含有机碘和谷...,玻璃体混浊,本品用于早期老年性白内障，玻璃体浑浊等眼病的治疗。,白内障,氨碘肽滴眼液(舒视明),滴眼。一次1滴，一日3次。
本品系采用猪全眼球和甲状腺经胰酶和霉菌蛋白酶水解提取而成的生化制剂，含有机碘和谷...,玻璃体混浊,氨碘肽滴眼液用于早期老年性白内障，玻璃体混浊等眼病的治疗,白内障,氨碘肽滴眼液,滴眼。一次1滴，一日3次。
该产品为一件式后房人工晶状体，不可折叠，襻形为改良C。产品材料为聚甲基丙烯酸甲酯...,弱视,"该产品用于对无晶体眼病人做眼内模拟晶状体的人工光学透镜植入,以代替人眼晶状体,恢复...",,人工晶状体(优视(US)),
本品系采用动物全眼球和甲状腺水解提取精制而成的纯生化制剂，含有机碘和谷、胱、甘、...,玻璃体混浊,本品适用于初期老年性白内障，玻璃体混浊等眼疾的治疗。适用于角膜炎、视力疲劳、青少...,白内障,眼氨肽滴眼液(叶里清),滴眼，一次1滴，一日3次。
本品由缝合线与缝合针组成。缝线由聚乙二醇酸材料制成，结构为多股，表面覆有含聚乙二...,斜视,适用于胃肠道，妇科、泌尿科、以及皮下缝合和结扎。同样适用于需要可吸收缝线的眼科手...,,可吸收外科带针缝线(Safil),
"本产品由缝合线与缝合针组成。缝线由聚乙二醇酸材料制成,结构为多股,表面覆有一层可水...",斜视,适用于胃肠道、妇科、泌尿科以及皮下缝合和结扎。同样适用于需要可吸收缝线的眼科手术...,,可吸收外科带针缝线(Safil),
本品系采用动物全眼球和甲状腺水解提取精制而成的纯生化制剂，含有机碘和谷、胱、甘、...,玻璃体混浊,本品适用于初期老年性白内障，玻璃体混浊等眼疾的治疗。适用于角膜炎、视力疲劳、青少...,白内障,眼氨肽滴眼液(乐润),滴眼，一次1滴，一日3次。
同视机由主机、视标和海丁格刷(仅2001型)构成。其中视标由一套具同时视、融像视、立体视...,斜视,供眼科做双眼视觉功能及弱视、斜视、立体视等的检查、诊断之用。,,同视机,
本品系采用猪全眼球和甲状腺经胰酶和霉菌蛋白酶水解提取而成的生化制剂，含有机碘和谷...,玻璃体混浊,本品用于早期老年性白内障，玻璃体浑浊等眼病的治疗。,白内障,氨碘肽滴眼液(乐润),滴眼。一次1滴，一日3次。
同视机由两个对称的可调节镜筒系统、控制器和调节机构构成。镜筒系统由目镜、转臂、...,斜视,临床供眼科做双眼视觉功能及弱视、斜视、立体视的检查、诊断和矫正治疗用。,,同视机,
该产品是一种可吸收部分紫外线的双凸眼用人工晶体，具有前多焦表面，用于安放于虹膜处...,弱视,该人工晶体是一种植入眼内的医用光学器具，是采用人工光学透镜取代病变晶状体，以恢复...,,多焦聚丙烯酸酯类后房人工晶体(ReZoom),
同视机由两个对称的可调节镜筒系统、控制器和调节机构构成。镜筒系统由目镜、转臂、...,斜视,暂无数据,,斜视娇治训练仪,
该产品是一种可吸收部分紫外线的双凸眼用人工晶体，具有前多焦表面，用于安放于虹膜处...,弱视,暂无数据,,激光治疗仪(变频闪烁激光弱视治疗仪),
产品由正、负球镜验光镜片，正、负柱镜验光镜片，棱镜验光镜片，辅助验光镜片(交叉柱...,斜视,该产品供专业医师或验光师使用，用于检查人眼的屈光状态和斜视及眼其他功能。,,验光镜片箱,
产品由棋板、棋子、衬圈等组成。棋板采用卡纸制造，棋子采用PVC软塑料制造。棋板表面应...,弱视,产品主要用于儿童弱视的精细目力训练。,,精细目力训练器(精细目力训练棋),
产品主要由鼻托、镜腿、镜框构成。,斜视,儿童型试镜架是医院眼科、眼镜商店验光室等用来检查儿童眼睛的屈光状态(远视、近视、...,,儿童型试镜架,
该产品由缝合线和缝合针组成。缝线是由90%羟乙酸酯和10%L-乳酸构成的共聚物所制成的多股...,斜视,"该产品适用于需要用到人工合成的多股编织可吸收缝合材料的外科手术,特别是胃肠消化道...",,可吸收外科缝线(英文:Novosyn),
枸杞、白芍、菊花、当归等六味中药。,弱视,"肾精不充,肝血不足,目失濡养而形成的弱视等症。",弱视,芍杞颗粒,一日三次，一次一袋
GMJ-B型弱视灸疗器(商品名：灸视力)由镜体和灸柱两部分组成，基本参数：镜体两镜片中心...,弱视,应用于儿童及16周岁以下青少年弱视(屈光不正性弱视、屈光参差性弱视、斜视性弱视)、远...,弱视,GMJ-B型弱视灸疗器(灸视力),
BS-G1S、BS-G2S、BS-G3S、BS-G4S、G5S、BS-G0HS、BS-GOXS、BS-F4S、BS-F3S型由观察孔(双目)、训练图案、...,弱视,暂无数据,弱视,弱视复合治疗仪(眼博士弱视仪),
GMJ-D型弱视近视灸疗器(商品名：久明)由镜体和灸柱两部分组成，基本参数：镜体两镜片中...,弱视,应用于儿童及16周岁以下青少年弱视(屈光不正性弱视、屈光参差性弱视、斜视性弱视)、近...,弱视,GMJ-D型弱视近视灸疗器(久明),
GMJ-C型弱视灸疗器(商品名：灸视康)由镜体和灸柱组成，基本参数：镜体两镜片中心距离为58...,弱视,应用于儿童及16周岁以下青少年弱视(屈光不正性弱视、屈光参差性弱视、斜视性弱视)、远...,弱视,GMJ-C型弱视灸疗器(灸视康),
GMJ-C型弱视灸疗器(商品名：灸视康)由镜体和灸柱组成，基本参数：镜体两镜片中心距离为58...,弱视,应用于儿童及16周岁以下青少年弱视(屈光不正性弱视、屈光参差性弱视、斜视性弱视)、远...,弱视,GMJ-C型弱视灸疗器(灸视康),
本品主要成分为左旋多巴，其化学名称为：3-羟基-L-酪氨酸。其结构式为：C9H11NO4197.19,弱视,用于帕金森病及帕金森综合征。,帕金森,左旋多巴片,口服开始一次250mg，一日2~4次，饭后服用。以后视患者耐受情况，每隔3~7日增加一次剂量，...
GMJ-B型弱视灸疗器(商品名：灸视力)由镜体和灸柱两部分组成，基本参数：镜体两镜片中心...,弱视,应用于儿童及16周岁以下青少年弱视(屈光不正性弱视、屈光参差性弱视、斜视性弱视)、远...,帕金森,GMJ-B型弱视灸疗器(灸视力),
该产品为日戴型角膜接触镜，淡水蓝色(操作色)。产品材料为共聚物hilafilconB。球镜光度范...,散光,该产品适用于散光及散光兼近视人士矫正视力用。该产品规定为一次性配戴用途，摘下后随...,,角膜接触镜(清朗一日散光),
"该产品为单件式后房人工晶状体，可折叠，襻形为扁平襻,光学区中心有直径为0.36mm的中心...",散光,适合用于21～45岁成年人有晶状体眼的治疗，矫正/降低成年人-0.50D到-18.00D范围内的近视及低...,,中心孔后房散光屈光型人工晶状体(Visian(R) TICL),
日戴软性亲水接触镜，镜片材料为LotrafilconB，着淡蓝色，PP杯包装。含水量：33%±2％，直径...,散光,采用光学成像原理，适用于18岁以上人群矫正适用范围内患者的屈光不正(近视及散光)。,,软性亲水接触镜(视康舒视氧散光),
连续配戴1-30天或抛弃式日戴(每月抛弃)。该产品材料为硅乙烯环氧氨基甲酸酯、N-乙烯基吡...,散光,该产品适用于矫正散光、散光合并近视、远视人士,,角膜接触镜(纯视散光),
"日戴日抛型软性亲水接触镜,镜片采用复曲面设计，可操作性淡蓝着色，铝箔盖塑料包装。...",散光,"该产品用于18岁以上患者矫正屈光不正,适用于近视和远视、散光的眼球无缺陷的人配戴。",,软性角膜接触镜(舒日散光),
"该产品为日戴型软性亲水接触镜。镜片材料为LotrafilconB,着淡蓝色,PP杯包装。各参数标称值...",散光,适用于矫正适用光度范围的有晶状体或无晶状体非疾病眼的屈光不正(近视及散光)。,,软性亲水接触镜(舒视氧散光),
日戴或连续配戴软性亲水接触镜，镜片材料为balafilconA，可操作性着淡水蓝色，采用PP杯包...,散光,该产品适用于18岁以上矫正散光、散光合并近视、远视人士。,,软性亲水接触镜(纯视散光),
日戴软性亲水接触镜。产品材料为2-甲基丙烯酸羟乙酯、N-乙烯基吡咯烷、4-异丁基2-环己羟...,散光,适用于18岁以上散光及散光兼近视人士矫正屈光不正用(配戴者须符合以下条件)：1)可以遵循...,,软性角膜接触镜(清朗散光),
"日戴软性亲水接触镜,可操作性淡蓝着色，铝箔盖塑料包装。镜片材料为senofilconA硅水凝胶...",散光,"该产品用于18岁以上患者矫正屈光不正,适用于近视和远视、散光的眼球无缺陷的人配戴。",,软性角膜接触镜(欧舒适散光),
,青光眼,脑水肿及青光眼，也可用于心肾功能正常的水肿少尿,青光眼脑水肿水肿少尿,山梨醇,
日戴型软性亲水接触镜，着淡绿色。镜片材料为TasfilconA，主要由FilconIV1(又称methafilconA)和...,散光,用于矫正伴有散光的近视和远视。,,软性亲水接触镜(沙福隆碧清散光),
熟地黄、酒萸肉、牡丹皮、山药、茯苓、泽泻、枸杞子、菊花、当归、白芍、蒺藜，煆石决...,弱视,滋肾，养肝，明目。用于肝肾阴虚，目涩畏光，视物模糊，迎风流泪。,肾阴虚畏光视物模糊迎风流泪流泪,明目地黄丸(同仁堂),口服。一次1丸，一日2次。
主要成分：1，4∶3，6-二脱水-D-山梨醇。,青光眼,用于治疗脑水肿及青光眼。,青光眼脑水肿水肿,异山梨醇口服溶液(异山梨醇口服液(易思清),口服，一次40~50ml，一日3次；儿童一次用量0.5g/kg，一日3次或遵医嘱。
日戴型软性亲水接触镜，着淡蓝色。镜片材料为polymacon并添加了酞菁蓝染料制成。含水量：...,散光,该产品采用光学成像原理，适用于矫正18岁以上患者的近视及散光。,,软性亲水接触镜(优你康散光),
羟苯磺酸钙。,视网膜病变,用于糖尿病引起的视网膜病变。,糖尿病视网膜病变糖尿,羟苯磺酸钙胶囊(多贝斯),进餐时吞服，在起始治疗阶段，一日3次，一次1粒；4～6周后，调整为一日2次，一次1粒。
该产品为日戴型软性亲水接触镜。主要由甲基丙烯酸羟乙酯、甲基丙烯酸甲酯、N-乙烯基吡...,散光,该产品适用于矫正18岁以上患者近视及散光。,,软性亲水接触镜(商品名：G&G隐形眼镜),
羟苯磺酸钙,视网膜病变,用于糖尿病引起的视网膜病变。,糖尿病视网膜病变糖尿,羟苯磺酸钙胶囊(导升明),进餐时吞服，勿嚼。部分症状推荐剂量如下面(或遵医嘱)：糖尿病性视网膜病变：一次1粒...
2、5一二羟基苯磺酸钙一水合物,视网膜病变,用于糖尿病引起的视网膜病变。,糖尿病视网膜病变糖尿,羟苯磺酸钙胶囊(达士明),进餐时吞服，勿嚼。部分症状推荐剂量如下面(或遵医嘱)：糖尿病性视网膜病变：一次1粒，...
本品主要成分为羟苯磺酸钙。,视网膜病变,用于糖尿病引起的视网膜病变。,糖尿病视网膜病变糖尿,羟苯磺酸钙胶囊(昊畅),进餐时吞服，在起始治疗阶段，一日3次，一次1粒；4～6周后，调整为一日2次，一次1粒。
